req_id,requirement,label,reference_explanation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2599,"the thermostat to automatically detect when we are in REM sleep to decrease the temperature ,we save money and energy",Energy,This requirement is classified as Energy because the thermostat lowers the temperature automatically during REM sleep. This reduces energy consumption while maintaining comfort.,,,,,
1384,"All power strips to automatically shut off when plugged in devices are fully charged, Eliminate wasting energy via plugs that aren't charging anything.",Energy,This requirement is classified as Energy because it automatically turns off power strips once connected devices are fully charged. This eliminates unnecessary electricity consumption.,,,,,
1980,"my phone to signal when my team scores, I can be alerted to a change in score.",Entertainment,This requirement is classified as Entertainment because it notifies the user when their favorite team scores. It helps the user stay engaged with sporting events even when not actively watching.,,,,,
2932,"Smart washing machine, I just have to add the clothes and it washes, adds detergent and dries automatically when full.",Energy,"This requirement is classified as Energy because it automates washing, adding detergent, and drying when the machine is full. This performs laundry efficiently through automated operation.",,,,,
1097,My smoke alarms would beep when the battery gets low. my family is safe from fires.,Safety,This requirement is classified as Safety because it alerts the user when a smoke alarm battery is low. This helps ensure the smoke alarm remains operational to detect fires.,,,,,
2215,"To be able to remotely turn my consoles on a stream my games to any tv in my house, I can game anywhere.",Entertainment,This requirement is classified as Entertainment because it allows the user to remotely turn on gaming consoles and stream games to any television in the house. It provides flexible access to gaming throughout the home.,,,,,
3096,I'm aware if a window is open and letting cold/hot air in. I can always be comfortable.,Energy,This requirement is classified as Energy because it notifies the user when a window is open and allowing heated or cooled air to escape. This helps reduce unnecessary energy loss.,,,,,
2547,"a siri like feature where my house can google things, I can have a talking house..",Entertainment,This requirement is classified as Entertainment because it enables the house to respond to spoken questions like a virtual assistant. It provides interactive conversations and convenient access to information.,,,,,
1084,"a smart washer and dryer combination machine that keeps the clothes fresh until I take them out ,I don't have to remove them right away or let them get wrinkled again",Energy,This requirement is classified as Energy because the washer and dryer automatically keep clothes fresh until they are removed. This automates laundry management without requiring immediate user intervention.,,,,,
738,"Temperature control in each room, unused rooms aren't wasting energy.",Energy,This requirement is classified as Energy because it controls the temperature in each room to avoid wasting energy in unused spaces. This improves energy efficiency throughout the home.,,,,,
3089,"an interconnected entertainment network, house wide., I can roam the house and multitask, but any program, music, or movie I am watching comes on as I enter the room, and turns off as I leave..",Entertainment,"This requirement is classified as Entertainment because it creates a house-wide entertainment network that seamlessly transfers media playback between rooms. It allows the user to continue enjoying music, movies, or programs while moving throughout the home.",,,,,
2532,"Television that prioritizes my favorite programs, I can enjoy television with friends and family.",Entertainment,This requirement is classified as Entertainment because it prioritizes the user's favorite television programs. It makes it easier to enjoy preferred TV content with friends and family.,,,,,
246,"my doors to lock up automatically after a mentioned time ,we can prevent theft and other burglary",Safety,This requirement is classified as Safety because the doors automatically lock after a specified time. This helps prevent theft and burglary.,,,,,
774,"my pet feeder to let me know when the container is empty ,I can refill.",Health,This requirement is classified as Health because it notifies the user when the pet feeder is empty. This helps ensure the pet continues to receive regular meals.,,,,,
2900,"the washing machine to automaticly detect the amount of clothes inside and dispense detergent, softener and water acordingly. ,I will save on water useage and money on over using laundry supplies.",Energy,"This requirement is classified as Energy because the washing machine automatically adjusts detergent, softener, and water according to the load size. This reduces unnecessary resource consumption.",,,,,
1124,"my smart home to activate the Roomba at certain times of the day, ,my home stays clean.",Health,This requirement is classified as Health because it schedules the robot vacuum to clean the home automatically. This helps maintain a cleaner indoor environment.,,,,,
806,"The ability to monitor my dog's water bowl, I know when it should be filled.",Health,This requirement is classified as Health because it monitors the dog's water bowl and indicates when it needs refilling. This helps ensure the pet has adequate access to water.,,,,,
675,"my phone to alert me if carbon monoxide levels are outside of the normal range ,I can ensure that everyone in the house evacuates and is safe.",Safety,This requirement is classified as Safety because it alerts the user when carbon monoxide reaches unsafe levels. This enables occupants to evacuate and respond to the hazard promptly.,,,,,
2269,"My smart home to automatically work to put out fires if one should arise. When the smoke detector goes off, I want there to be a sprinkler system or a high pressure hydraulic system in place that will work to at least fight the fire if not put it out completely. I imagine a future filled with 'fireproof houses' In this future our smoke detectors are going to need to be a lot better to avoid them going off at happenstance times or malfunctioning. But I would much rather my stuff be soaked in an instance like this than for my house to be completely destroyed by a fire. The home remains safe.",Safety,This requirement is classified as Safety because it automatically activates fire suppression systems when a fire is detected. This helps limit fire damage and protect the home.,,,,,
1993,"my smart home to automatically vacuum the floors daily while I am at work,the floors will always be clean",Health,This requirement is classified as Health because it automatically cleans the floors to maintain a cleaner living environment. The primary objective is to support household hygiene and well-being by reducing dirt and maintaining cleanliness.,,,,,
1986,"alarm to tell me when air con filters need changing,inside air is better and use less energy",Health,This requirement is classified as Health because it monitors when the air conditioner filters need to be changed to maintain better indoor air quality. The primary objective is supporting a healthier living environment by ensuring cleaner air inside the home.,,,,,
1372,"Smart light controls, I can turn all of the lights off from my bed.",Energy,This requirement is classified as Energy because it allows the user to turn off all lights remotely from bed. This helps prevent lights from being left on unnecessarily.,,,,,
1206,"Software integrated through the refrigerator, all cooking appliances, any and all exercise equipment, and my bike & Fitbit, to fully track all calories consumed, burned, muscle development, hydration, and other factors relating to health and weight loss. Reminders to take daily vitamins & supplements. My house can help me lose weight and improve my strength and stamina.",Health,"This requirement is classified as Health because it tracks calories, exercise, hydration, body development, and provides reminders for vitamins and supplements. This supports weight management and overall health improvement.",,,,,
1983,"An automatic door lock/unlock application, I can unlock/lock doors with a touch.",Safety,This requirement is classified as Safety because it allows doors to be locked and unlocked through an automated application. This helps secure access to the home.,,,,,
1642,"to remotely set up playlist of movies to watch on TV when we get home, we can just sit down and relax together with little effort.",Entertainment,This requirement is classified as Entertainment because it allows users to prepare a movie playlist remotely before arriving home. This makes it easier to enjoy television entertainment with minimal effort.,,,,,
2496,"something to list all new available movies within all of my available platforms in a single location, I know when something new is available.",Entertainment,This requirement is classified as Entertainment because it lists new movies available across all supported platforms in one place. It helps the user easily discover newly available entertainment content.,,,,,
1805,"my water tank to make an before getting emply ,I will start to refill my water tank",Energy,This requirement is classified as Energy because it alerts the user before the water tank becomes empty. This supports efficient management of water resources by enabling timely refilling.,,,,,
222,"Alarms to go off when movement is triggered, i can feel safe in my home alone.",Safety,This requirement is classified as Safety because alarms are triggered when movement is detected. This helps the user stay aware of possible intrusions.,,,,,
2253,"My smart home to be prompted to ask me when I get home if I would like to listen to music, and allow me to select what I would like to listen to through a verbal menu., I can get music conveniently and easily, and save more time for relaxing after work..",Entertainment,This requirement is classified as Entertainment because it prompts the user to listen to music and allows selection through voice commands. It provides convenient access to personalized music for relaxation.,,,,,
1540,"a roof made of solar panels that functions as a roof and an energy source ,I can save electricity and money",Energy,This requirement is classified as Energy because it uses solar panels as both a roof and an energy source. This helps reduce electricity consumption and energy costs.,,,,,
1436,"A gaming console that will only operate under parents commands, My kids will do whats important first, before playing.",Entertainment,This requirement is classified as Entertainment because it controls access to a gaming console based on parental permission. It manages when gaming activities can take place.,,,,,
2142,"wardrobe suggester, Appropriate wardrobe is chosen based on weather and ocassion.",Entertainment,This requirement is classified as Entertainment because it recommends clothing based on the weather and occasion. It provides a convenient personalized suggestion feature for daily use.,,,,,
532,"Vacuum to come on automatically when I spill something, I don't have to turn it on.",Health,This requirement is classified as Health because it automatically starts the vacuum when something is spilled. This helps maintain a cleaner and healthier home environment.,,,,,
786,"A voice activated warning when the energy cost is more than certain amount, I can tell everyone to be careful with their use of energy.",Energy,This requirement is classified as Energy because it provides a voice warning when energy costs exceed a specified amount. This encourages users to reduce energy consumption.,,,,,
2937,"My home to alert me if my dog gets out of the yard, I can promptly retrieve my dog to prevent danger to my dog or to any people who might encounter him.",Safety,This requirement is classified as Safety because it alerts the user if the dog leaves the yard. This allows the user to retrieve the dog quickly and prevent potential danger.,,,,,
844,"my driveway lights to be turned on when sun goes down,when I get home it is safe pulling into my driveway.",Safety,This requirement is classified as Safety because it ensures the driveway is illuminated when it becomes dark outside. Improved visibility helps the user safely enter and navigate the driveway when arriving home.,,,,,
3263,"Have an automatic humid controller, I can live under the right humid.",Health,This requirement is classified as Health because it automatically controls humidity levels in the home. This helps maintain a healthier indoor environment.,,,,,
550,"the lights in the house to be adjustable, so that if I have a party I can set mood lighting, disco balls, or lasers to emit from the lighting features that are already in place in my home at the touch of a button.",Entertainment,"This requirement is classified as Entertainment because it allows lighting effects such as mood lighting, disco balls, and lasers to be activated for parties. It enhances social events through customizable visual effects.",,,,,
2240,"an alarm on my door, I can tell if my annoying brother or sister tries to come in my room..",Entertainment,This requirement is classified as Entertainment because it notifies the user when someone enters their room. It provides awareness of room access through an interactive home feature.,,,,,
824,"a way to switch what i'm watching on one screen to move to another room, i can pick up where i left off on a movie/etc on another device.",Entertainment,This requirement is classified as Entertainment because it allows media playback to move seamlessly from one screen to another. It lets the user continue watching movies or other content without interruption.,,,,,
1207,"Adaptable sound insulation around my music room, but the room doesn't sound ""dead"" like you get with traditional sound insulation., so that I can play my instruments and sing at any time without waking family,.",Entertainment,This requirement is classified as Entertainment because it enables the user to play musical instruments and sing without disturbing others. It supports enjoyable music-related activities at any time.,,,,,
674,"to receive a text if the fridge is opened ,I can monitor what my kids are eating.",Health,This requirement is classified as Health because it notifies the user when the refrigerator is opened so they can monitor their children's eating habits. This supports oversight of their dietary behavior.,,,,,
2400,"my smart home to automatically pick up my cat's droppings ,the house will not smell and I won't have to do it",Health,This requirement is classified as Health because it automatically removes cat droppings. This helps maintain a cleaner and more hygienic home environment.,,,,,
2574,"my home to remind me when its time to walk the dog ,I never forget",Health,This requirement is classified as Health because it reminds the user to walk the dog. This supports the pet's regular exercise and well-being.,,,,,
1109,"My smart home to alert the police if someone is trying to break in, my home and valubles are protected.",Safety,This requirement is classified as Safety because it alerts the police if someone attempts to break into the home. This helps protect the home and valuable property.,,,,,
138,"my smart home  to to turn on the tv when I get home, I can relax as soon as possible.",Entertainment,This requirement is classified as Entertainment because it automatically turns on the television when the user arrives home. It provides immediate access to television entertainment for relaxation.,,,,,
1641,"I want a refrigerator that automatically monitors and purchases groceries that are low, ,I can save time from having to shop.",Health,This requirement is classified as Health because the refrigerator monitors groceries and automatically purchases items that are running low. This helps ensure essential food remains available.,,,,,
2885,"My smart home to let me know if it senses anyone outside the perimeter of the house after dark, I can protect my family from a break-in.",Safety,This requirement is classified as Safety because it notifies the user when someone is detected outside the home's perimeter after dark. This provides early warning of possible intrusions.,,,,,
976,"I wnt my favorite chair to be is massage mode when I get home. ,So that I can relax when I get home.",Health,This requirement is classified as Health because it automatically activates the massage function of the user's chair upon arrival home. This promotes relaxation and physical well-being.,,,,,
2419,"a motivator to alert me when I did not go to the gym. ,I can go to the gym and continue my fitness goals.",Health,This requirement is classified as Health because it reminds the user when they miss going to the gym. This encourages regular exercise and supports fitness goals.,,,,,
2567,To know any cameras targeting us to capture us without our permission. we would be more safe.,Safety,This requirement is classified as Safety because it detects cameras that may be recording without permission. This helps protect the user's security and personal safety.,,,,,
2143,"special ocassion notifier, my husband is always reminded of special ocassions and events.",Entertainment,This requirement is classified as Entertainment because it reminds the user about special occasions and events. It provides a convenient notification feature that supports memorable personal events.,,,,,
1738,"voice-activated lights ,I can turn on and off the lights wherever I am in the room.",Energy,This requirement is classified as Energy because voice commands allow the user to control lights from anywhere in the room. This supports convenient and efficient lighting management.,,,,,
3071,"a servant or tub that cleans/bathes/grooms my pet ,I can keep my pet's hygiene well",Health,This requirement is classified as Health because it automatically cleans and grooms the user's pet. This supports the pet's hygiene and overall well-being.,,,,,
545,"the temperature in the bathroom to adjust ,the mirrors in the bathroom begin to defog as soon as the water in the shower stops",Energy,This requirement is classified as Energy because it adjusts the bathroom temperature to reduce mirror fog after shower use. This manages temperature efficiently while maintaining comfort.,,,,,
197,"My smart home to tell me the bacteria percentage in my home, I know when to disinfect.",Health,This requirement is classified as Health because it measures the level of bacteria in the home. This helps the user maintain a healthier living environment.,,,,,
609,"to know when my children are not feeling well ,i can take them to hospital",Health,This requirement is classified as Health because it detects when children are not feeling well. This allows timely medical attention when needed.,,,,,
187,"My smart home to alarm me if danger, I can be safe.",Safety,This requirement is classified as Safety because it alarms the user when danger is detected. This helps the user respond to hazardous situations.,,,,,
2551,"A feautre to take the humidity out of the air ,it is refreshable breathable air.",Energy,This requirement is classified as Energy because it removes excess humidity from the air. This manages indoor environmental conditions efficiently.,,,,,
718,"An app that lets me manage my AC/Heater, I can turn it off and on even if I am outside.",Energy,This requirement is classified as Energy because it allows the user to remotely control the air conditioner and heater. This supports efficient management of heating and cooling systems.,,,,,
1100,"my smart home to react to my voice and play a movie that I request,, I can enjoy any movie that I want at the moment..",Entertainment,This requirement is classified as Entertainment because it plays requested movies in response to voice commands. It allows the user to easily access and enjoy their preferred movie content.,,,,,
548,"my smart home to warn me if there is mold in the air, in my fridge or bathroom. ,I maintain a healthy environment",Health,"This requirement is classified as Health because it detects mold in the air, refrigerator, or bathroom. This helps maintain a healthy living environment by identifying potential health hazards.",,,,,
3102,"Sensors on the bathtub, if I fall the paramedics will be called.",Safety,This requirement is classified as Safety because bathtub sensors detect a fall and automatically contact paramedics. This enables a rapid emergency response.,,,,,
1311,"my TV to provide me with a list of options based on my preset and prioritized preference and automatically beep and change to the best show for me at that time, I don't miss any of my favorite shows and I don't have to spend time manually scrolling through a list of somewhat static options everyday..",Entertainment,This requirement is classified as Entertainment because it recommends and automatically switches to television programs based on the user's preferences. It helps the user easily watch favorite shows without manually searching.,,,,,
2022,"an art room, i can admire my collections.",Entertainment,This requirement is classified as Entertainment because it provides a dedicated space for viewing and appreciating personal art collections. It supports the user's enjoyment of visual and artistic content.,,,,,
194,"My smart house to have solar panels, I can save money on electricity.",Energy,This requirement is classified as Energy because it uses solar panels to supply electricity for the home. This reduces dependence on conventional electricity sources and lowers electricity costs.,,,,,
1645,"media devices in the house to be incorporated into a single ecosystem, I could be on top of news, events and entertainment all the time.",Entertainment,This requirement is classified as Entertainment because it integrates media devices into a single ecosystem for convenient access to news and entertainment. It improves the user's overall media consumption experience.,,,,,
1989,"A thermostat that monitors my sleeping and adjusts the temperature according to my sleep cycle, I can save money by having the heat go down when I am asleep but so that if I wake up I will be warmed up soon.",Energy,This requirement is classified as Energy because the thermostat adjusts the temperature according to the user's sleep cycle. This reduces heating energy while maintaining comfort.,,,,,
195,"my smart home to shut off the air when the room is at the right temperature ,I can save money on bills",Energy,This requirement is classified as Energy because it automatically shuts off the air system when the desired room temperature is reached. This reduces unnecessary energy consumption and lowers utility bills.,,,,,
1864,"Arrange home theatres every room and the music follow with my body where ever in house , the music play only in the room where at the present , it moves with me ., Live music , kind of satisfaction in listening music ..",Entertainment,This requirement is classified as Entertainment because it enables music to follow the user from room to room throughout the house. It provides a continuous and immersive music listening experience.,,,,,
2858,"My smart home to alert me when the children are not watching the proper television programs., I can supervise my children without needing to actually spend time with them..",Entertainment,This requirement is classified as Entertainment because it monitors the television programs being watched by children. It helps the user supervise entertainment content viewed within the home.,,,,,
2092,"to know if my EV is charged fully or how much time is left for full charge ,I know if I can take a trip yet",Energy,This requirement is classified as Energy because it informs the user when the electric vehicle is fully charged or how much charging time remains. This helps manage energy usage and charging efficiently.,,,,,
682,"an alert when my child is getting close to the oven or places they shouldn't be. ,I can keep them safe.",Safety,This requirement is classified as Safety because it alerts the user when a child approaches dangerous areas such as the oven. This helps prevent accidents and injuries.,,,,,
144,"My smart home to play a warning sound when my child is close to the stove, he won't burn himself.",Safety,This requirement is classified as Safety because it plays a warning sound when a child is close to the stove. This helps prevent burns by alerting the child to potential danger.,,,,,
669,"To be able to start my car from inside the house, it can warm up in winter time.",Health,This requirement is classified as Health because it allows the user to start the car remotely so it is warm in winter. This supports the user's physical comfort before travel.,,,,,
2176,"Lights that turn on when someone approaches, so that I can see people outside my home.",Safety,This requirement is classified as Safety because lights automatically turn on when someone approaches the home. This improves visibility and helps the user see approaching individuals.,,,,,
1334,"My smart home to notify me on my cell when the smoke detectors' batteries are getting low, I don't have to hear the annoying nonstop beeping of the detecter at the most inconvenient times.",Safety,This requirement is classified as Safety because it notifies the user when smoke detector batteries are running low. This helps ensure the smoke detectors remain functional.,,,,,
3205,"A safe garage, My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive.",Safety,"This requirement is classified as Safety because it prevents intoxicated, impaired, or underage drivers from accessing vehicles in the garage. This helps reduce the risk of unsafe driving.",,,,,
2913,"entertainment selector, I won't spend a hour trying to figure what to do next.",Entertainment,This requirement is classified as Entertainment because it selects entertainment options for the user. It reduces the time spent deciding what entertainment activity to enjoy next.,,,,,
423,"Electronic usage monitor ,I can tell how much energy I'm using real time",Energy,This requirement is classified as Energy because it monitors energy usage in real time. This helps the user understand and manage energy consumption.,,,,,
2759,"Temperature sensing oven, the temperature of the food will be displayed.",Health,This requirement is classified as Health because it displays the temperature of food while cooking. This helps the user monitor food preparation appropriately.,,,,,
163,"my smart home to play my favorite music at 7:45 AM, I can wake up listening to my favorite music.",Entertainment,This requirement is classified as Entertainment because it automatically plays the user's favorite music at a scheduled time each morning. It provides an enjoyable way to wake up.,,,,,
3055,"My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde , I can always be comfortable.",Safety,This requirement is classified as Safety because it automatically locks all windows and doors after the user leaves the house. This helps secure the home against unauthorized access.,,,,,
3046,"lights to be turned off when I leave a room ,I can save anergy",Energy,This requirement is classified as Energy because it turns off lights automatically when the user leaves a room. This reduces unnecessary electricity consumption.,,,,,
1567,"answering machine to play message when I walk into that  room, I don't miss anything important..",Entertainment,This requirement is classified as Entertainment because it automatically plays answering machine messages when the user enters the room. It provides convenient access to recorded audio content without requiring manual playback.,,,,,
655,"my television to turn on and off with the sound of my voice, i don't need to use a remote control.",Entertainment,This requirement is classified as Entertainment because it allows the television to be controlled using voice commands. It makes accessing television entertainment more convenient by eliminating the need for a remote control.,,,,,
1260,"Cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary.",Safety,This requirement is classified as Safety because cabinets lock and unlock using a handprint or thumbprint. This restricts access and helps keep children away from cabinet contents.,,,,,
2699,"my smart home to alert me when anything rated higher than TV PG is playing on the televisions in the house, I will know to supervise my kids' TV viewing or to block a show or channel.",Entertainment,This requirement is classified as Entertainment because it alerts the user when higher-rated television content is being played. It helps supervise the entertainment content viewed by children.,,,,,
2113,"Control my blinds with a remote, adjust the light coming in during the day and provide privacy at night.",Energy,This requirement is classified as Energy because it allows the user to control blinds remotely to regulate incoming light. This helps manage indoor temperature and lighting efficiently.,,,,,
