req_id,requirement,label,reference_explanation
1219,"My water in the shower to shut off after 10 minutes, I can conserve water.",Energy,This requirement is classified as Energy because it automatically shuts off the shower after a set time. This helps conserve water resources.
439,"Home that use earth friendly energy saving techniques, I do less harm to the earth.",Energy,This requirement is classified as Energy because it uses environmentally friendly energy-saving techniques. This reduces overall energy consumption and environmental impact.
222,"Alarms to go off when movement is triggered, i can feel safe in my home alone.",Safety,This requirement is classified as Safety because alarms are triggered when movement is detected. This helps the user stay aware of possible intrusions.
1519,"Cameras with recognition, any unrecognizable guest appearance will have a photo sent to my phone and/or email.",Safety,This requirement is classified as Safety because cameras recognize unfamiliar visitors and send their photos to the user. This improves awareness of potential security threats.
1191,"My car to send an alert to my smartphone if I forget to lock it, I will prevent breakins.",Safety,This requirement is classified as Safety because it alerts the user when the car is left unlocked. This helps prevent unauthorized access and break-ins.
3014,"A toy collector, to sense toys on the floor and collect them.",Safety,This requirement is classified as Safety because it detects toys left on the floor and collects them automatically. This helps reduce the risk of accidents caused by tripping over toys.
2005,My shower to turn on when my alarm goes off. My shower will be warm when I get up.,Energy,This requirement is classified as Energy because it automates the shower to turn on when the alarm goes off. This manages energy use for water heating based on the user's routine.
1238,A hand scanner that will unlock my door. No one can get it but me.,Safety,This requirement is classified as Safety because it uses a hand scanner to unlock the door. This restricts access to authorized users and improves home security.
2446,"My washing to run only when there is a full load of laundry, i will conserve energy and water by only running when necessary.",Energy,This requirement is classified as Energy because it runs the washing machine only when there is a full load. This conserves both energy and water by avoiding unnecessary wash cycles.
2327,"A comfortable temperature, the temperature doesn't vary between 68-76 degrees.",Energy,This requirement is classified as Energy because it maintains the home's temperature within a specified range. This supports efficient temperature control while keeping the home comfortable.
2873,"A camera/alarm at the back door to alert me via sound and/or text message if the back door has been opened and left open, small children in my care can not leave the house and wander near the pool.",Safety,This requirement is classified as Safety because it alerts the user if the back door is opened and left open. This helps prevent small children from leaving the house and reaching the nearby pool.
1085,"My lights bulbs to turn off after 5 minutes, i use less energy.",Energy,This requirement is classified as Energy because it automatically turns off light bulbs after five minutes. This reduces unnecessary electricity consumption.
410,"Room thermostat sensor, The room is optimal temperature for an occupant.",Energy,This requirement is classified as Energy because a room thermostat sensor maintains an optimal room temperature. This supports efficient heating and cooling management.
1372,"Smart light controls, I can turn all of the lights off from my bed.",Energy,This requirement is classified as Energy because it allows the user to turn off all lights remotely from bed. This helps prevent lights from being left on unnecessarily.
1410,"A self sustaining greenhouse, my plants will always be taken care of and watered properly.",Energy,This requirement is classified as Energy because it automatically manages the greenhouse by caring for and watering plants. This optimizes the use of water and resources needed to maintain the greenhouse.
99,"a smart shower,I can save energy while using it as efficiently as possible",Energy,This requirement is classified as Energy because its purpose is to help the user save energy while using the shower efficiently. The requirement directly emphasizes optimizing resource consumption during shower use.
2040,"My smart home to alert me if water is left on outside, I can save money on my water bill during the summer.",Energy,This requirement is classified as Energy because it alerts the user if water is left running outside. This helps reduce unnecessary water usage and lower water bills.
3096,I'm aware if a window is open and letting cold/hot air in. I can always be comfortable.,Energy,This requirement is classified as Energy because it notifies the user when a window is open and allowing heated or cooled air to escape. This helps reduce unnecessary energy loss.
1097,My smoke alarms would beep when the battery gets low. my family is safe from fires.,Safety,This requirement is classified as Safety because it alerts the user when a smoke alarm battery is low. This helps ensure the smoke alarm remains operational to detect fires.
3041,"Have solar power, coal doesn't pollute the air to power my home.",Energy,This requirement is classified as Energy because it uses solar power to provide energy for the home. This reduces reliance on energy sources that cause air pollution.
391,"A faster pre-heating oven, i can cook things without as much planning or waiting.",Energy,This requirement is classified as Energy because it improves the efficiency of oven pre-heating. This reduces the time and energy required before cooking.
3106,"Walls that collect sunlight to heat my house, I spend less money on heat.",Energy,This requirement is classified as Energy because the walls collect sunlight to heat the house. This reduces the need for additional heating energy.
560,"Smart home that has a mail receptacle that has sensors to alert me when mail has been delivered, I can promptly retrieve my mail without having to worry about theft.",Safety,This requirement is classified as Safety because sensors notify the user when mail has been delivered. This allows the user to retrieve the mail promptly and reduce the risk of theft.
894,"An alarm system that i can monitor anywhere, i can make sure everyone is safe.",Safety,This requirement is classified as Safety because it allows the user to monitor the alarm system from anywhere. This helps ensure the safety of people at home by providing continuous awareness.
786,"A voice activated warning when the energy cost is more than certain amount, I can tell everyone to be careful with their use of energy.",Energy,This requirement is classified as Energy because it provides a voice warning when energy costs exceed a specified amount. This encourages users to reduce energy consumption.
223,"Net alarm system ('smarter' home security system), As part of the system, window and door fixtures contain motion sensors which alert us when there is a trigger through an accompanying application. This system is easy to set up and connect to smartphone, and also comes with a keychain hob which allows users to remotely alarm and disarm a system -- as well as a 'panic' button, which if pressed, alerts the connected smartphone to the call for help.",Safety,"This requirement is classified as Safety because it uses motion sensors, remote monitoring, and a panic button to detect threats and alert users. This improves awareness and enables a rapid response to potential emergencies."
2176,"Lights that turn on when someone approaches, so that I can see people outside my home.",Safety,This requirement is classified as Safety because lights automatically turn on when someone approaches the home. This improves visibility and helps the user see approaching individuals.
2863,"The temperature of the water to raise and lower as needed throughout the day, I am not always heating water that isn't being used.",Energy,This requirement is classified as Energy because it adjusts the water temperature throughout the day based on usage. This avoids heating water when it is not needed.
884,"My smart home to alert my family when there is bad weather approaching, they can take the necessary steps to stay safe.",Safety,This requirement is classified as Safety because it alerts the user's family when severe weather is approaching. This allows them to take protective actions before conditions become dangerous.
1156,My smart home to start laundry after it senses a full load of clothes. I can save time and manage my water use efficiently.,Energy,This requirement is classified as Energy because it starts the laundry only after detecting a full load of clothes. This helps manage water use efficiently while avoiding unnecessary wash cycles.
144,"My smart home to play a warning sound when my child is close to the stove, he won't burn himself.",Safety,This requirement is classified as Safety because it plays a warning sound when a child is close to the stove. This helps prevent burns by alerting the child to potential danger.
2982,"Chair sensor, It warns me if my chair has been moved so that I don't fall on my butt when I try to sit down.",Safety,This requirement is classified as Safety because it warns the user if the chair has been moved. This helps prevent accidents when attempting to sit down.
1475,"Remote access to outlets, I can turn them off to avoid energy vampires.",Energy,This requirement is classified as Energy because it provides remote access to control electrical outlets. This allows the user to turn off devices that consume unnecessary standby power.
194,"My smart house to have solar panels, I can save money on electricity.",Energy,This requirement is classified as Energy because it uses solar panels to supply electricity for the home. This reduces dependence on conventional electricity sources and lowers electricity costs.
2567,To know any cameras targeting us to capture us without our permission. we would be more safe.,Safety,This requirement is classified as Safety because it detects cameras that may be recording without permission. This helps protect the user's security and personal safety.
546,"all the rooms to have a humidifier that works with the heating and cooling system ,energy can be saved, the air in my home will be cleaner and to suck up excess moisture in the home",Energy,This requirement is classified as Energy because it integrates humidifiers with the heating and cooling system to improve efficiency. This helps save energy while maintaining indoor air quality and moisture levels.
1133,"an alarm when someone comes into our driveway ,we can be aware when someone is at our home",Safety,This requirement is classified as Safety because it triggers an alarm when someone enters the driveway. This keeps the occupants aware of visitors approaching the home.
195,"my smart home to shut off the air when the room is at the right temperature ,I can save money on bills",Energy,This requirement is classified as Energy because it automatically shuts off the air system when the desired room temperature is reached. This reduces unnecessary energy consumption and lowers utility bills.
838,"lights and electronics that sense when i've fallen asleep and adjust automatically ,i can save energy",Energy,This requirement is classified as Energy because it automatically adjusts lights and electronics after detecting that the user has fallen asleep. This reduces unnecessary energy use.
2330,"to be able to easily check if all doors in the house are locked via an app or voice command ,I can be sure my family and belongings are safe at night or when away from home.",Safety,This requirement is classified as Safety because it allows the user to verify that all doors are locked through an app or voice command. This helps protect the family and belongings from unauthorized access.
2236,"an alert when someone comes to the door ,I can see who is there.",Safety,This requirement is classified as Safety because it alerts the user when someone comes to the door. This allows the user to identify visitors and remain aware of activity outside the home.
1805,"my water tank to make an before getting emply ,I will start to refill my water tank",Energy,This requirement is classified as Energy because it alerts the user before the water tank becomes empty. This supports efficient management of water resources by enabling timely refilling.
296,"items to save energy ,my bills arent high",Energy,This requirement is classified as Energy because it focuses on saving energy. This helps reduce overall energy costs and lower utility bills.
2353,"a sliding shower head that adjusts to height ,my children can take a shower on their own",Safety,"This requirement is classified as Safety because the shower head adjusts to a child's height, allowing children to shower independently. This helps reduce the risk of accidents while using the shower."
709,"self retracting sky lights ,sunlight can help to heat the home or prevent it from entering to keep it cool",Energy,This requirement is classified as Energy because self-retracting skylights regulate sunlight entering the home. This helps reduce heating and cooling energy requirements.
103,"smart carbon monoxide detectors ,I can see the amount of carbon monoxide in each room in my house on a smartphone/tablet while I'm away from my home to make sure my family is ok",Safety,This requirement is classified as Safety because smart carbon monoxide detectors monitor carbon monoxide levels and allow remote viewing. This helps ensure the user's family remains safe from harmful gas exposure.
2019,"gas stove ,to save energy",Energy,This requirement is classified as Energy because it is intended to save energy. This supports more efficient energy use in the home.
2483,"my refrigerator to recognize, inventory, and display everything inside ,I won't waste energy and time staring into it",Energy,This requirement is classified as Energy because the refrigerator inventories and displays its contents without requiring the door to remain open. This helps reduce unnecessary energy loss.
929,"to have logs of when someone steps onto my property via sensors. ,I know if someone is coming and going.",Safety,This requirement is classified as Safety because sensors record when someone steps onto the property. This helps the user monitor activity around the home.
2722,"an alert on my phone when my child leaves the house ,i can know when my child is leaving",Safety,This requirement is classified as Safety because it sends an alert when the user's child leaves the house. This allows the user to remain aware of the child's whereabouts.
574,"a central air conditioning unit that automatically orders new air filters for itself when air quality diminishes ,I can maximize energy efficiency and air health",Energy,This requirement is classified as Energy because the air conditioning unit automatically replaces air filters when needed to maximize efficiency. This helps maintain efficient system performance while improving air quality.
1804,"my home to keep track of where my pet is ,I can find them if they run away.",Safety,This requirement is classified as Safety because it tracks the location of the user's pet. This helps the user quickly find the pet if it runs away.
2119,"My home to turn on the lights when I come home and turn off the ones I'm not using when I leave a room, ,I can save on my energy bill.",Energy,This requirement is classified as Energy because it turns lights on only when needed and switches off unused lights automatically. This reduces unnecessary electricity consumption.
1083,"have the lights turn off automatically if it senses no motion ,I can save money",Energy,This requirement is classified as Energy because it turns off lights automatically when no motion is detected. This helps reduce electricity use and save money.
329,"the house to automatically determine the right temperature to set the thermostat ,I will save on my home heating bills",Energy,This requirement is classified as Energy because it automatically determines the optimal thermostat setting. This improves heating efficiency and reduces energy costs.
2477,"my smart home to notify me when there is a faulty outlet or wiring. ,I can have it fixed and prevent a hazard such as a fire; and the house will not burn down.",Safety,This requirement is classified as Safety because it notifies the user about faulty outlets or wiring. This allows repairs to be made before electrical hazards such as fires occur.
869,"to have high resolution and night vision camera for my baby ,I know the second my baby is up and moving",Safety,This requirement is classified as Safety because high-resolution night vision cameras monitor the baby and notify the user of movement. This helps the user respond promptly when the baby is awake.
168,"my smart home to alert me when my children are not home by their usual time ,I will know if they have gone missing",Safety,This requirement is classified as Safety because it alerts the user when their children are not home at the expected time. This helps identify potential situations where the children may need assistance.
1540,"a roof made of solar panels that functions as a roof and an energy source ,I can save electricity and money",Energy,This requirement is classified as Energy because it uses solar panels as both a roof and an energy source. This helps reduce electricity consumption and energy costs.
957,"my smart home to send an alert to my phone when my children cut any electronics on after 10 pm. ,energy can be saved and I can monitor their computer usage.",Energy,This requirement is classified as Energy because it alerts the user when children use electronics after a specified time. This helps reduce unnecessary electricity usage.
2714,"Rollup window blind sensors ,The window blinds will open automatically during daylight hours and then close when it is dark.",Energy,This requirement is classified as Energy because window blind sensors automatically adjust blinds based on daylight conditions. This helps regulate indoor temperature and reduce energy use.
3057,"save time cleaning so automatic cleaner ,I spend moretime with kids",Energy,This requirement is classified as Energy because it automates cleaning tasks to reduce manual effort. This performs household work efficiently through automated operation.
3046,"lights to be turned off when I leave a room ,I can save anergy",Energy,This requirement is classified as Energy because it turns off lights automatically when the user leaves a room. This reduces unnecessary electricity consumption.
423,"Electronic usage monitor ,I can tell how much energy I'm using real time",Energy,This requirement is classified as Energy because it monitors energy usage in real time. This helps the user understand and manage energy consumption.
409,"I would like my smart home to turn off outlets where and appliances are plugged in at night and when I leave the house. ,I can save money on electricity",Energy,This requirement is classified as Energy because it turns off outlets and connected appliances at night and when the house is empty. This reduces unnecessary electricity consumption and lowers energy costs.
1450,"Lights to be activated and de-activated as I enter and leave a room, I can save energy.",Energy,This requirement is classified as Energy because it automatically activates and deactivates lights as the user enters and leaves a room. This reduces unnecessary electricity consumption.
1334,"My smart home to notify me on my cell when the smoke detectors' batteries are getting low, I don't have to hear the annoying nonstop beeping of the detecter at the most inconvenient times.",Safety,This requirement is classified as Safety because it notifies the user when smoke detector batteries are running low. This helps ensure the smoke detectors remain functional.
2647,"To shut off my hot water heaters when I am not at home, I save energy by not heating water when I don't need it.",Energy,This requirement is classified as Energy because it shuts off the hot water heater when the user is away from home. This avoids heating water unnecessarily and saves energy.
2833,"Digital readout of power usage for week, month, year, I can monitor my power consumption and estimate my costs.",Energy,This requirement is classified as Energy because it provides power usage summaries over different time periods. This helps the user monitor energy consumption and estimate costs.
3072,"Smart breakfast appliances, my toddler doesn't flood the house.",Safety,This requirement is classified as Safety because smart breakfast appliances help prevent a toddler from causing a flood. This reduces the risk of household accidents.
701,"a showerhead that alerts me when I use more than an amount predetermined by me,I can save on my utilities and conserve water",Energy,This requirement is classified as Energy because it monitors water usage and alerts the user when a predefined consumption limit is exceeded. This helps the user reduce utility consumption and conserve resources by encouraging more efficient water use.
17,"My smart home to regulate ideal temperature according to my personal preferences and the outside temperature, I can be comfortable.",Energy,This requirement is classified as Energy because it regulates the home's temperature based on personal preferences and outdoor conditions. This supports efficient temperature management while maintaining comfort.
1452,"The alarm system to automatically activate after all registered people in the home have left, I can secure the household.",Safety,This requirement is classified as Safety because it automatically activates the alarm system after everyone has left the home. This helps protect the household from unauthorized access.
1783,"The temperature to always be changeable via a phone app, i can have all thermostats change to a specific temperature using just one device.",Energy,This requirement is classified as Energy because it allows the user to adjust all thermostats remotely through a phone app. This enables efficient management of home temperature settings.
2908,My smart home to alert me when anyone is within 29 feet of my house. I will not have any burglars or unwanted visitors.,Safety,This requirement is classified as Safety because it alerts the user when someone comes within a specified distance of the house. This provides early awareness of potential intruders or unwanted visitors.
999,"Automatic lighting system which turns on light after getting dark, i don't need to worry about switching on and off lights when i am out of home.",Energy,This requirement is classified as Energy because it automatically turns on lights after dark. This manages lighting without requiring unnecessary operation by the user.
1296,"Bluetooth home appliance automation, will control the appliance.",Safety,This requirement is classified as Safety because it enables Bluetooth-based control of home appliances. This allows appliances to be managed securely through an automated system.
1261,"Floor heater turned on, the floor can warm my feet.",Energy,This requirement is classified as Energy because it uses a floor heater to provide warmth. This manages heating within the home to improve comfort.
1419,"A system that notifies me when I'm using too much energy, I can save money on my monthly light bill.",Energy,This requirement is classified as Energy because it notifies the user when energy usage becomes excessive. This helps the user reduce consumption and lower electricity costs.
801,"My home to alert me to dangerous situations in my surrounding area, I can keep my family safe.",Safety,This requirement is classified as Safety because it alerts the user to dangerous situations in the surrounding area. This helps protect the user's family from potential hazards.
3238,"Cameras that turn on when someone pulls into the driveway and shows me who is coming, I can be prepared for visitors/intruders.",Safety,This requirement is classified as Safety because cameras activate when someone enters the driveway and show who is approaching. This helps the user prepare for visitors or potential intruders.
2186,"To be able to alert others about where the cat is, he doesn't run outside.",Safety,This requirement is classified as Safety because it alerts others to the cat's location. This helps prevent the cat from running outside.
912,"My smart home to notify me if the household's carbon footprint is getting too high, we can be more environmentally responsible.",Energy,This requirement is classified as Energy because it notifies the user when the household's carbon footprint becomes too high. This encourages more efficient and environmentally responsible energy use.
2105,"To control my solar panel with my smartphone, I can make sure there is enough power for the night.",Energy,This requirement is classified as Energy because it allows the user to control solar panels through a smartphone. This helps manage available power efficiently.
442,"My home to notify me if carbon dioxide levels exceed a certain level, I can make sure that family will be safe.",Safety,This requirement is classified as Safety because it notifies the user when carbon dioxide levels exceed a specified threshold. This helps protect the family from unsafe indoor conditions.
1574,"The electric switch should automatically switch off lights, fans and TV when there is no one at home. So that I save on electric bills.",Energy,"This requirement is classified as Energy because it automatically switches off lights, fans, and televisions when no one is home. This reduces unnecessary electricity consumption and lowers energy bills."
2627,"The fireplace to turn on as soon as I enter the living room, I can be warm and comfortable in the winter.",Energy,This requirement is classified as Energy because it automatically turns on the fireplace when the user enters the living room. This manages home heating to provide warmth when needed.
1983,"An automatic door lock/unlock application, I can unlock/lock doors with a touch.",Safety,This requirement is classified as Safety because it allows doors to be locked and unlocked through an automated application. This helps secure access to the home.
2389,"A robot that automatically shoots a net at any stranger that comes into my house, i can play around with the net and potentially catch a burglar in the unlikely event.",Energy,This requirement is classified as Energy because it automates a home response by deploying a net when a stranger enters the house. This performs the requested function through an automated system.
1160,"My smart home to use facial regongnition when unidentified people are on my property, my family is safe and they can be properly identified.",Safety,This requirement is classified as Safety because it uses facial recognition to identify unknown people on the property. This helps protect the family by identifying unauthorized individuals.
998,"Monitor when the baby is waking up from sleep, turn my concentration towards by baby.",Safety,This requirement is classified as Safety because it monitors when the baby wakes up and alerts the user. This helps the user respond promptly to the baby's needs.
3062,"Motion sensors throughout the house, rooms which are empty turn off their lights and appliances, saving energy.",Energy,This requirement is classified as Energy because motion sensors turn off lights and appliances in empty rooms. This reduces unnecessary energy consumption.
72,"To be notified by my smarthome when my energy consumption (electricity, gas) is higher than usual, I can adjust accordingly and save money on energy bills.",Energy,This requirement is classified as Energy because it notifies the user when electricity or gas consumption is higher than usual. This helps the user adjust usage and reduce energy costs.
1236,"To control sprinklers, wont get wet.",Safety,This requirement is classified as Safety because it allows the user to control sprinklers to avoid getting wet. This helps prevent unwanted exposure while the sprinklers are operating.
1260,"Cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary.",Safety,This requirement is classified as Safety because cabinets lock and unlock using a handprint or thumbprint. This restricts access and helps keep children away from cabinet contents.
231,"To keep a buzz on electric wires and other sockets, my children is alerted when touching them accidently.",Safety,This requirement is classified as Safety because it provides a buzzing alert on electrical wires and sockets when they are touched. This helps warn children about potential electrical hazards.
1700,"My laundry dryer to notify me when my clothes are dried even when it is still running, so i could remove them and not have to have the dryer running when it is not needed so i could save energy.",Energy,This requirement is classified as Energy because it notifies the user when clothes are dry so they can stop using the dryer sooner. This reduces unnecessary energy consumption.
666,"Sensors that tell me if someone or something leaves my house, I know if my kids are going outside if I am in another room.",Safety,This requirement is classified as Safety because sensors notify the user when someone or something leaves the house. This helps the user know if children leave the home unexpectedly.
695,"To be able to turn on the lights in my house when I am not home, I can make it appear that someone is home.",Safety,This requirement is classified as Safety because it allows the user to turn on lights while away from home to make the house appear occupied. This helps deter potential intruders.
2672,"A system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety,"This requirement is classified as Safety because it automatically activates emergency features such as sprinklers, opening windows, and deploying ladders during a fire. This helps the family evacuate quickly and safely."
2932,"Smart washing machine, I just have to add the clothes and it washes, adds detergent and dries automatically when full.",Energy,"This requirement is classified as Energy because it automates washing, adding detergent, and drying when the machine is full. This performs laundry efficiently through automated operation."
3252,"A small robot that is integrated into the house to sense when the floor is dirty and to clean it and when necessary mop it, whenever my child spills on the floor during a meal it will come out and keep my floor clean and make it so I don't trip.",Safety,This requirement is classified as Safety because a robot detects spills and cleans the floor automatically. This helps prevent tripping accidents caused by wet or dirty floors.
924,"Room thermostat sensor, The room is optimal temperature for an occupant.",Energy,This requirement is classified as Energy because a room thermostat sensor maintains an optimal room temperature. This supports efficient heating and cooling management.
2113,"Control my blinds with a remote, adjust the light coming in during the day and provide privacy at night.",Energy,This requirement is classified as Energy because it allows the user to control blinds remotely to regulate incoming light. This helps manage indoor temperature and lighting efficiently.
281,My smarthome to alert me whenever someone sets up a spycam inside my home. I won't be monitored.,Safety,This requirement is classified as Safety because it alerts the user if a hidden camera is detected inside the home. This helps protect the user's security and privacy.
2885,"My smart home to let me know if it senses anyone outside the perimeter of the house after dark, I can protect my family from a break-in.",Safety,This requirement is classified as Safety because it notifies the user when someone is detected outside the home's perimeter after dark. This provides early warning of possible intrusions.
3206,"Wall chargers to only come on when I'm actually using them, i can save energy and money.",Energy,This requirement is classified as Energy because wall chargers activate only when they are actively being used. This reduces unnecessary electricity consumption.
404,"A spoken alert, I can be alerted for unauthorized energy use.",Energy,This requirement is classified as Energy because it provides spoken alerts about unauthorized energy use. This helps the user identify and reduce unnecessary energy consumption.
3268,"The house to lock, cameras turned on, and the police notified when there is a break in, the culprit takes nothing and is caught.",Safety,"This requirement is classified as Safety because it locks the house, activates cameras, and notifies the police during a break-in. This helps protect the home and respond quickly to intrusions."
1699,"My smart home to notify me when my smart phone is full charged, i could remove it and not risk burning out the battery or wasting unnecessary energy.",Energy,This requirement is classified as Energy because it notifies the user when a smartphone is fully charged. This helps avoid unnecessary charging and reduces wasted energy.
440,"My home to notify me when someone approaches the main door, I can be confident that the individual is not trying to break-in.",Safety,This requirement is classified as Safety because it notifies the user when someone approaches the main door. This helps the user identify potential break-in attempts.
730,"Tiles that can sense water, so that I can clean the water right away and no one slips.",Safety,This requirement is classified as Safety because tiles detect the presence of water on the floor. This allows the user to clean it promptly and reduce the risk of slipping.
1027,"I want to get alert calls when my kids reach home, I can remain calm.",Safety,This requirement is classified as Safety because it alerts the user when their children arrive home. This helps the user know that they have reached home safely.
130,"To unlock the door from a remote location that has an alert with video feed, the kids don't need to wait when they get to home.",Safety,This requirement is classified as Safety because it allows the user to unlock the door remotely while viewing a video feed. This enables secure access for children while maintaining awareness of who is at the door.
214,"Keyless Digital Door Lock, I don't have to carry keys with me.",Safety,This requirement is classified as Safety because a keyless digital door lock controls access without requiring physical keys. This helps secure entry to the home.
1112,"My heater to turn on when the temperature gets too low, so that my family will stay warm.",Energy,This requirement is classified as Energy because it automatically turns on the heater when the temperature becomes too low. This manages home heating based on temperature conditions.
608,"Automatic lights, all the lights' temperature, shade, and position can be controlled with an app.",Energy,This requirement is classified as Energy because it allows the user to control lighting settings through an app. This supports efficient management of home lighting.
405,"Toilet seat to heat, It's warm when someone enters the bathroom.",Energy,This requirement is classified as Energy because it heats the toilet seat before use to provide warmth when someone enters the bathroom. This manages heating for user comfort.
3205,"A safe garage, My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive.",Safety,"This requirement is classified as Safety because it prevents intoxicated, impaired, or underage drivers from accessing vehicles in the garage. This helps reduce the risk of unsafe driving."
718,"An app that lets me manage my AC/Heater, I can turn it off and on even if I am outside.",Energy,This requirement is classified as Energy because it allows the user to remotely control the air conditioner and heater. This supports efficient management of heating and cooling systems.
1497,The outside lights to come one when I arrive in the parking lot. I have the added security when i arrive home.,Safety,This requirement is classified as Safety because outside lights automatically turn on when the user arrives. This improves visibility and enhances security when returning home.
2495,"My smart home to give me access to video from within my home, I can keep an eye on things if I'm away for a long time.",Safety,This requirement is classified as Safety because it provides remote access to video from inside the home. This allows the user to monitor the home while away.
35,"My smart home to have auto sprinklers, automatically watering of plants occurs.",Energy,This requirement is classified as Energy because it automatically waters plants using sprinklers. This manages water usage through automated irrigation.
2870,"The temperature in each room to be monitored, if room is rarely used, keep it at a lower temp, and vice versa, I am not paying to heat a room that is rarely used.",Energy,This requirement is classified as Energy because it adjusts room temperatures based on how frequently each room is used. This avoids wasting energy on heating rarely used rooms.
1384,"All power strips to automatically shut off when plugged in devices are fully charged, Eliminate wasting energy via plugs that aren't charging anything.",Energy,This requirement is classified as Energy because it automatically turns off power strips once connected devices are fully charged. This eliminates unnecessary electricity consumption.
