req_id,requirement,label,reference_explanation
894,"An alarm system that i can monitor anywhere, i can make sure everyone is safe.",Safety,This requirement is classified as Safety because it allows the user to monitor the alarm system from anywhere. This helps ensure the safety of people at home by providing continuous awareness.
223,"Net alarm system ('smarter' home security system), As part of the system, window and door fixtures contain motion sensors which alert us when there is a trigger through an accompanying application. This system is easy to set up and connect to smartphone, and also comes with a keychain hob which allows users to remotely alarm and disarm a system -- as well as a 'panic' button, which if pressed, alerts the connected smartphone to the call for help.",Safety,"This requirement is classified as Safety because it uses motion sensors, remote monitoring, and a panic button to detect threats and alert users. This improves awareness and enables a rapid response to potential emergencies."
2176,"Lights that turn on when someone approaches, so that I can see people outside my home.",Safety,This requirement is classified as Safety because lights automatically turn on when someone approaches the home. This improves visibility and helps the user see approaching individuals.
884,"My smart home to alert my family when there is bad weather approaching, they can take the necessary steps to stay safe.",Safety,This requirement is classified as Safety because it alerts the user's family when severe weather is approaching. This allows them to take protective actions before conditions become dangerous.
144,"My smart home to play a warning sound when my child is close to the stove, he won't burn himself.",Safety,This requirement is classified as Safety because it plays a warning sound when a child is close to the stove. This helps prevent burns by alerting the child to potential danger.
2982,"Chair sensor, It warns me if my chair has been moved so that I don't fall on my butt when I try to sit down.",Safety,This requirement is classified as Safety because it warns the user if the chair has been moved. This helps prevent accidents when attempting to sit down.
2567,To know any cameras targeting us to capture us without our permission. we would be more safe.,Safety,This requirement is classified as Safety because it detects cameras that may be recording without permission. This helps protect the user's security and personal safety.
1133,"an alarm when someone comes into our driveway ,we can be aware when someone is at our home",Safety,This requirement is classified as Safety because it triggers an alarm when someone enters the driveway. This keeps the occupants aware of visitors approaching the home.
2330,"to be able to easily check if all doors in the house are locked via an app or voice command ,I can be sure my family and belongings are safe at night or when away from home.",Safety,This requirement is classified as Safety because it allows the user to verify that all doors are locked through an app or voice command. This helps protect the family and belongings from unauthorized access.
2236,"an alert when someone comes to the door ,I can see who is there.",Safety,This requirement is classified as Safety because it alerts the user when someone comes to the door. This allows the user to identify visitors and remain aware of activity outside the home.
2353,"a sliding shower head that adjusts to height ,my children can take a shower on their own",Safety,"This requirement is classified as Safety because the shower head adjusts to a child's height, allowing children to shower independently. This helps reduce the risk of accidents while using the shower."
103,"smart carbon monoxide detectors ,I can see the amount of carbon monoxide in each room in my house on a smartphone/tablet while I'm away from my home to make sure my family is ok",Safety,This requirement is classified as Safety because smart carbon monoxide detectors monitor carbon monoxide levels and allow remote viewing. This helps ensure the user's family remains safe from harmful gas exposure.
929,"to have logs of when someone steps onto my property via sensors. ,I know if someone is coming and going.",Safety,This requirement is classified as Safety because sensors record when someone steps onto the property. This helps the user monitor activity around the home.
2722,"an alert on my phone when my child leaves the house ,i can know when my child is leaving",Safety,This requirement is classified as Safety because it sends an alert when the user's child leaves the house. This allows the user to remain aware of the child's whereabouts.
1804,"my home to keep track of where my pet is ,I can find them if they run away.",Safety,This requirement is classified as Safety because it tracks the location of the user's pet. This helps the user quickly find the pet if it runs away.
2477,"my smart home to notify me when there is a faulty outlet or wiring. ,I can have it fixed and prevent a hazard such as a fire; and the house will not burn down.",Safety,This requirement is classified as Safety because it notifies the user about faulty outlets or wiring. This allows repairs to be made before electrical hazards such as fires occur.
869,"to have high resolution and night vision camera for my baby ,I know the second my baby is up and moving",Safety,This requirement is classified as Safety because high-resolution night vision cameras monitor the baby and notify the user of movement. This helps the user respond promptly when the baby is awake.
168,"my smart home to alert me when my children are not home by their usual time ,I will know if they have gone missing",Safety,This requirement is classified as Safety because it alerts the user when their children are not home at the expected time. This helps identify potential situations where the children may need assistance.
1334,"My smart home to notify me on my cell when the smoke detectors' batteries are getting low, I don't have to hear the annoying nonstop beeping of the detecter at the most inconvenient times.",Safety,This requirement is classified as Safety because it notifies the user when smoke detector batteries are running low. This helps ensure the smoke detectors remain functional.
3072,"Smart breakfast appliances, my toddler doesn't flood the house.",Safety,This requirement is classified as Safety because smart breakfast appliances help prevent a toddler from causing a flood. This reduces the risk of household accidents.
1452,"The alarm system to automatically activate after all registered people in the home have left, I can secure the household.",Safety,This requirement is classified as Safety because it automatically activates the alarm system after everyone has left the home. This helps protect the household from unauthorized access.
2908,My smart home to alert me when anyone is within 29 feet of my house. I will not have any burglars or unwanted visitors.,Safety,This requirement is classified as Safety because it alerts the user when someone comes within a specified distance of the house. This provides early awareness of potential intruders or unwanted visitors.
1296,"Bluetooth home appliance automation, will control the appliance.",Safety,This requirement is classified as Safety because it enables Bluetooth-based control of home appliances. This allows appliances to be managed securely through an automated system.
801,"My home to alert me to dangerous situations in my surrounding area, I can keep my family safe.",Safety,This requirement is classified as Safety because it alerts the user to dangerous situations in the surrounding area. This helps protect the user's family from potential hazards.
3238,"Cameras that turn on when someone pulls into the driveway and shows me who is coming, I can be prepared for visitors/intruders.",Safety,This requirement is classified as Safety because cameras activate when someone enters the driveway and show who is approaching. This helps the user prepare for visitors or potential intruders.
2186,"To be able to alert others about where the cat is, he doesn't run outside.",Safety,This requirement is classified as Safety because it alerts others to the cat's location. This helps prevent the cat from running outside.
442,"My home to notify me if carbon dioxide levels exceed a certain level, I can make sure that family will be safe.",Safety,This requirement is classified as Safety because it notifies the user when carbon dioxide levels exceed a specified threshold. This helps protect the family from unsafe indoor conditions.
1983,"An automatic door lock/unlock application, I can unlock/lock doors with a touch.",Safety,This requirement is classified as Safety because it allows doors to be locked and unlocked through an automated application. This helps secure access to the home.
1160,"My smart home to use facial regongnition when unidentified people are on my property, my family is safe and they can be properly identified.",Safety,This requirement is classified as Safety because it uses facial recognition to identify unknown people on the property. This helps protect the family by identifying unauthorized individuals.
998,"Monitor when the baby is waking up from sleep, turn my concentration towards by baby.",Safety,This requirement is classified as Safety because it monitors when the baby wakes up and alerts the user. This helps the user respond promptly to the baby's needs.
1236,"To control sprinklers, wont get wet.",Safety,This requirement is classified as Safety because it allows the user to control sprinklers to avoid getting wet. This helps prevent unwanted exposure while the sprinklers are operating.
1260,"Cabinets to lock and unlock based on a hand print or thumbprint, baby locks wouldn't be necessary.",Safety,This requirement is classified as Safety because cabinets lock and unlock using a handprint or thumbprint. This restricts access and helps keep children away from cabinet contents.
231,"To keep a buzz on electric wires and other sockets, my children is alerted when touching them accidently.",Safety,This requirement is classified as Safety because it provides a buzzing alert on electrical wires and sockets when they are touched. This helps warn children about potential electrical hazards.
666,"Sensors that tell me if someone or something leaves my house, I know if my kids are going outside if I am in another room.",Safety,This requirement is classified as Safety because sensors notify the user when someone or something leaves the house. This helps the user know if children leave the home unexpectedly.
695,"To be able to turn on the lights in my house when I am not home, I can make it appear that someone is home.",Safety,This requirement is classified as Safety because it allows the user to turn on lights while away from home to make the house appear occupied. This helps deter potential intruders.
2672,"A system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety,"This requirement is classified as Safety because it automatically activates emergency features such as sprinklers, opening windows, and deploying ladders during a fire. This helps the family evacuate quickly and safely."
3252,"A small robot that is integrated into the house to sense when the floor is dirty and to clean it and when necessary mop it, whenever my child spills on the floor during a meal it will come out and keep my floor clean and make it so I don't trip.",Safety,This requirement is classified as Safety because a robot detects spills and cleans the floor automatically. This helps prevent tripping accidents caused by wet or dirty floors.
281,My smarthome to alert me whenever someone sets up a spycam inside my home. I won't be monitored.,Safety,This requirement is classified as Safety because it alerts the user if a hidden camera is detected inside the home. This helps protect the user's security and privacy.
2885,"My smart home to let me know if it senses anyone outside the perimeter of the house after dark, I can protect my family from a break-in.",Safety,This requirement is classified as Safety because it notifies the user when someone is detected outside the home's perimeter after dark. This provides early warning of possible intrusions.
3268,"The house to lock, cameras turned on, and the police notified when there is a break in, the culprit takes nothing and is caught.",Safety,"This requirement is classified as Safety because it locks the house, activates cameras, and notifies the police during a break-in. This helps protect the home and respond quickly to intrusions."
440,"My home to notify me when someone approaches the main door, I can be confident that the individual is not trying to break-in.",Safety,This requirement is classified as Safety because it notifies the user when someone approaches the main door. This helps the user identify potential break-in attempts.
730,"Tiles that can sense water, so that I can clean the water right away and no one slips.",Safety,This requirement is classified as Safety because tiles detect the presence of water on the floor. This allows the user to clean it promptly and reduce the risk of slipping.
1027,"I want to get alert calls when my kids reach home, I can remain calm.",Safety,This requirement is classified as Safety because it alerts the user when their children arrive home. This helps the user know that they have reached home safely.
130,"To unlock the door from a remote location that has an alert with video feed, the kids don't need to wait when they get to home.",Safety,This requirement is classified as Safety because it allows the user to unlock the door remotely while viewing a video feed. This enables secure access for children while maintaining awareness of who is at the door.
214,"Keyless Digital Door Lock, I don't have to carry keys with me.",Safety,This requirement is classified as Safety because a keyless digital door lock controls access without requiring physical keys. This helps secure entry to the home.
3205,"A safe garage, My cars stay locked in place if drivers are too intoxicated, affected, or underage to drive.",Safety,"This requirement is classified as Safety because it prevents intoxicated, impaired, or underage drivers from accessing vehicles in the garage. This helps reduce the risk of unsafe driving."
1497,The outside lights to come one when I arrive in the parking lot. I have the added security when i arrive home.,Safety,This requirement is classified as Safety because outside lights automatically turn on when the user arrives. This improves visibility and enhances security when returning home.
2495,"My smart home to give me access to video from within my home, I can keep an eye on things if I'm away for a long time.",Safety,This requirement is classified as Safety because it provides remote access to video from inside the home. This allows the user to monitor the home while away.
3146,"sensors on my bedroom windows that close when someone is standing outside of them ,I can have privacy and safety",Safety,This requirement is classified as Safety because sensors close the bedroom windows when someone is standing outside. This helps protect the user's privacy and security.
3081,"an alarm system/sensor on the stairs ,it will alert me when my child nears the stairs",Safety,This requirement is classified as Safety because sensors on the stairs alert the user when a child gets near them. This helps prevent stair-related accidents.
702,"to receive an alert if motion is detected on my driveway or front doorstep ,I can know that I have visitors and not miss deliveries or packages",Safety,This requirement is classified as Safety because it alerts the user when motion is detected on the driveway or front doorstep. This keeps the user aware of visitors and package deliveries.
1324,"make sure the doors are locked ,The house will be secure",Safety,This requirement is classified as Safety because it ensures that doors are locked. This helps keep the house secure from unauthorized access.
844,"my driveway lights to be turned on when sun goes down,when I get home it is safe pulling into my driveway.",Safety,This requirement is classified as Safety because it ensures the driveway is illuminated when it becomes dark outside. Improved visibility helps the user safely enter and navigate the driveway when arriving home.
1594,"an auto-eject feature in my car, ,I am automatically ejected from the vehicle if something hits it.",Safety,This requirement is classified as Safety because it automatically ejects the occupant if the vehicle is hit. This is intended to protect the occupant during a collision.
705,"an alert automatic locks on the doors ,they could all be locked at once.",Safety,This requirement is classified as Safety because it provides automatic locking for all doors at once. This helps secure the home against unauthorized entry.
540,"my smart home to make a sound when a package is left outside my door, ,I collect them eimmediately",Safety,This requirement is classified as Safety because it alerts the user when a package is left outside the door. This allows the package to be collected promptly and reduces the risk of theft.
431,"drive and walkway lighting to be turned on when people are using them at night ,occupants don't fall and the outside of the house is lit when strangers approach at night.",Safety,This requirement is classified as Safety because lights automatically illuminate driveways and walkways when they are in use at night. This improves visibility and helps prevent falls while increasing awareness of approaching people.
3055,"My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde , I can always be comfortable.",Safety,This requirement is classified as Safety because it automatically locks all windows and doors after the user leaves the house. This helps secure the home against unauthorized access.
2147,"smart water meter ,if a pipe springs a leak I'll know right away.",Safety,This requirement is classified as Safety because a smart water meter detects leaks and notifies the user immediately. This allows quick action to prevent damage caused by leaking pipes.
1046,"smart smoke and carbon monoxide monitor that is more interactive than a simple alarm that's confusing and frustrating ,I can be assured I'm safe and don't have to mess to antiquated devices",Safety,This requirement is classified as Safety because it provides interactive monitoring for smoke and carbon monoxide. This helps ensure hazardous conditions are detected and communicated effectively.
706,"an alert that lets me know when I've left the oven on when not in use ,I can prevent a fire and save energy",Safety,This requirement is classified as Safety because it alerts the user when the oven has been left on. This helps prevent fire hazards caused by an unattended oven.
1210,"to be alerted when the cabinet locks on my cabinet doors are broken or opened ,I know my child is safe",Safety,This requirement is classified as Safety because it alerts the user if cabinet locks are broken or opened. This helps ensure children remain protected from accessing potentially unsafe cabinet contents.
246,"my doors to lock up automatically after a mentioned time ,we can prevent theft and other burglary",Safety,This requirement is classified as Safety because the doors automatically lock after a specified time. This helps prevent theft and burglary.
2228,"my smart home to respond to voice commands to open or close the garage door ,I don't have to go and close it at night, if it's open",Safety,This requirement is classified as Safety because it allows the garage door to be opened or closed using voice commands. This helps ensure the garage can be secured conveniently when needed.
1657,"To be able to call the police by voice command, I could call help when i can't reach other means of communication.",Safety,This requirement is classified as Safety because it allows the user to call the police using a voice command. This enables emergency assistance when other communication methods are unavailable.
1146,"An auto feature that will remind me to change water softener, so that we dont ever go without warm water.",Safety,This requirement is classified as Safety because it reminds the user to change the water softener. This helps maintain the proper operation of the water heating system.
956,"My smart home to have all the photographs and voices of the people that I want to visit my home recorded and a special tone to be assigned to them when the doorbell rings, that unwanted visitors can be avoided.",Safety,This requirement is classified as Safety because it identifies approved visitors and assigns them a unique doorbell tone. This helps the user recognize authorized visitors and avoid unwanted ones.
703,"To be able to receive a notification via my smart watch/phone when someone or a vehicle enters the driveway, i can know when someone is outside.",Safety,This requirement is classified as Safety because it notifies the user when a person or vehicle enters the driveway. This keeps the user aware of activity outside the home.
1867,"A panel to let me know if someone is trying to breach into my computer, I can prevent hackers from getting into my computer.",Safety,This requirement is classified as Safety because it alerts the user when someone attempts to breach their computer. This helps protect against unauthorized access.
1654,"My Smart Home to turn on/off lights at selected time, it may appear I am home.",Safety,This requirement is classified as Safety because it schedules lights to turn on and off automatically to make the home appear occupied. This helps deter potential intruders.
2611,"My pool to automatically cover itself when my child is playing outside, they will not fall in or drown.",Safety,This requirement is classified as Safety because the pool automatically covers itself when a child is playing outside. This helps prevent accidental falls into the pool.
721,"An app that lets me manage my stove/gas, I can turn it off and on even if I am outside.",Safety,This requirement is classified as Safety because it allows the user to remotely control the stove or gas system. This helps reduce the risk of hazards caused by leaving it on.
1327,"Motion sensors that don't emit noises, provide safety without disturbing autistic ears.",Safety,This requirement is classified as Safety because it provides motion sensing without producing disturbing noises. This maintains home monitoring while accommodating sensitive users.
2283,"Remotely access camfeeds, I can check in on elderly parents and pets.",Safety,This requirement is classified as Safety because it allows remote access to camera feeds. This enables the user to monitor elderly parents and pets from a distance.
710,"Doors that lock automatically in the evening, I don't ever forget to lock them before bed.",Safety,This requirement is classified as Safety because doors automatically lock in the evening. This helps keep the home secure overnight.
1035,"To be able to control adding more food or water to my pet's dishes remotely, my pet won't run out of food or water while I'm gone.",Safety,This requirement is classified as Safety because it allows the user to remotely provide food or water to pets. This helps ensure pets are cared for while the user is away.
2164,"My seasonal decorations to be able to be plugged in, I will not have to run extension cords all over the place.",Safety,This requirement is classified as Safety because it provides dedicated outlets for seasonal decorations without requiring extension cords. This reduces the risk of hazards caused by extension cords.
997,"An emergency alarm which send messages to pre selected numbers, i can alert others something is wrong.",Safety,This requirement is classified as Safety because an emergency alarm automatically sends messages to preselected contacts. This enables others to respond quickly when something is wrong.
1817,"My smart home to alert me when my dog enters a room, so I know where she is.",Safety,This requirement is classified as Safety because it alerts the user when their dog enters a room. This helps the user remain aware of the pet's location.
136,"to be able to turn off my stoves,just in case I forgot to turn it off when I left home ",Safety,This requirement is classified as Safety because it allows the user to turn off a stove that may have been left on unintentionally. This helps prevent potential hazards such as fires or other dangerous situations when no one is at home.
3095,"A smart alarm, I will be protected from intruders.",Safety,This requirement is classified as Safety because a smart alarm protects the user from intruders. This enhances home security by providing intrusion detection.
2441,"windows that can project images that looks like there are ghosts in my house ,I can scare away neighborhood children ",Safety,This requirement is classified as Safety because it projects ghost-like images onto windows to discourage people from approaching the house. This helps deter unwanted visitors from the property.
1789,"a device that tells me when my pet gets into a room or something they're not meant to be in (i.e. the trash) ,I can get them soomer",Safety,This requirement is classified as Safety because it alerts the user when a pet enters an area where it should not be. This helps the user quickly prevent the pet from encountering potential hazards.
854,"to monitor my pets health problem automatically with detecting device,i can save my pets life ",Safety,This requirement is classified as Safety because it uses a detecting device to automatically monitor a pet's health problems. Early detection of health issues can enable timely intervention and help protect the pet's life.
1068,"pipes and wiring that can alert me when there is a leak or a potential issue ,I can know if there is a problem in my house",Safety,This requirement is classified as Safety because it alerts the user when leaks or wiring problems are detected. This enables prompt action to address potential household hazards.
2256,"smarthome feature that alerts me when certain cabinets are being opened ,I can help keep my children from getting into anything dangerous by accident",Safety,This requirement is classified as Safety because it alerts the user when designated cabinets are opened. This helps prevent children from accessing dangerous items.
238,"remote wireless access to surveillance cameras ,I can keep an eye on my home in real time even when I am away.",Safety,This requirement is classified as Safety because it provides remote access to surveillance camera feeds. This allows the user to monitor the home while away.
2646,"my smart home to turn off the oven after a certain time ,I wont burn the food",Safety,This requirement is classified as Safety because it automatically turns off the oven after a specified time. This helps prevent hazards associated with leaving the oven on.
764,"my smart home to track when different baby gates have been opened. ,no one accidentally leaves access to the stairs open for my child.",Safety,This requirement is classified as Safety because it tracks when baby gates are opened. This helps prevent children from gaining access to unsafe areas such as stairs.
1063,"to be alerted if there is no activity at my neighbor's house for a set extended period of time ,I can inquire after the wellbeing of my neighbors if they have not been active after an extended period",Safety,This requirement is classified as Safety because it alerts the user when there has been no activity at a neighbor's house for an extended period. This allows the user to check on the neighbor's well-being.
1548,"a sensor that will sound an alarm if my dog escapes through the fenced backyard or something happens to hurt my pet ,I will be confident they are safe outside.",Safety,This requirement is classified as Safety because it sounds an alarm if the dog escapes or is harmed outside. This enables the user to respond quickly to protect the pet.
534,"The front and back door to lock whenever my child under 8 years old tries to open it without entering a selected code ,They will not open the door without permission, leave the house without my knowledge",Safety,This requirement is classified as Safety because it locks the doors when a young child attempts to open them without authorization. This helps prevent the child from leaving the house unsupervised.
2999,"my smart home to have smart lock ,I know who enters my house or leaves and it can controlled by an app",Safety,This requirement is classified as Safety because a smart lock records entry and exit while allowing remote control through an app. This improves access security and monitoring.
1016,"I want the lights turned off after 6 am if nobody is at home ,none will know that nobody is not at home.",Safety,This requirement is classified as Safety because it turns off lights after a specified time when no one is home to make occupancy less obvious. This helps reduce the likelihood of unauthorized access.
2458,"my smart house to alert me about stppages in gutters and downspouts ,flooding and water damage can be avoided.",Safety,This requirement is classified as Safety because it alerts the user about blockages in gutters and downspouts. This helps prevent flooding and water damage to the home.
1916,"my smart home to track if my pet is inside or outside ,I know where she is.",Safety,This requirement is classified as Safety because it tracks whether the user's pet is inside or outside the home. This helps the user remain aware of the pet's location.
2944,My smart home to sense my pet coming up to the door to open and let the pet outside. Then open when he comes in from the outside and closes and relocks. I can be sure my home is secure and my pet can be active.,Safety,This requirement is classified as Safety because it allows the pet to enter and leave while automatically closing and relocking the door afterward. This helps keep the home secure while providing controlled pet access.
248,"Open door using my smart phones, can increase my home safety.",Safety,This requirement is classified as Safety because it allows the door to be opened using a smartphone. This provides secure and controlled access to the home.
3012,"Key detection sensor, I can always find my keys.",Safety,This requirement is classified as Safety because a key detection sensor helps the user locate misplaced keys. This ensures keys can be found quickly and remain under the user's control.
2573,"A gas detector, if there's carbon monoxide or other poisonous gases inside, the authorities are notified.",Safety,This requirement is classified as Safety because it detects carbon monoxide and other poisonous gases and notifies authorities. This enables a rapid response to dangerous gas exposure.
1541,"A smart detector for lethal gases or smoke to go to my email and/or phone, even when I am not around I will be notified immediately.",Safety,This requirement is classified as Safety because it detects smoke or dangerous gases and sends alerts to the user's phone or email. This ensures the user is informed of potential hazards even when away from home.
365,"Lights that in front rooms turn on automatically, potential robbers are deterred thinking someone is home.",Safety,This requirement is classified as Safety because front room lights automatically turn on to make the home appear occupied. This helps discourage potential intruders.
1110,"My smart home to alert the fire department if a fire is detected, my home and valubles don't burn down.",Safety,This requirement is classified as Safety because it automatically alerts the fire department when a fire is detected. This enables a faster emergency response to protect the home and property.
2211,"An alert when someone is near the pool, I can be attentive.",Safety,This requirement is classified as Safety because it alerts the user when someone is near the pool. This helps the user respond promptly to potential safety risks.
2269,"My smart home to automatically work to put out fires if one should arise. When the smoke detector goes off, I want there to be a sprinkler system or a high pressure hydraulic system in place that will work to at least fight the fire if not put it out completely. I imagine a future filled with 'fireproof houses' In this future our smoke detectors are going to need to be a lot better to avoid them going off at happenstance times or malfunctioning. But I would much rather my stuff be soaked in an instance like this than for my house to be completely destroyed by a fire. The home remains safe.",Safety,This requirement is classified as Safety because it automatically activates fire suppression systems when a fire is detected. This helps limit fire damage and protect the home.
2034,"Hot water sensor, i know if the water is too hot for my child.",Safety,This requirement is classified as Safety because it detects when hot water is too hot for a child. This helps prevent burns caused by excessively hot water.
2132,"Teen child monitoring, I'm assured my child is home at appropriate hours.",Safety,This requirement is classified as Safety because it monitors whether a teenage child is home at appropriate times. This helps the user ensure the child's well-being.
3267,"The house to detect when there is smoke and shut off the appropriate appliances, I don't burning anything down.",Safety,This requirement is classified as Safety because it detects smoke and automatically shuts off relevant appliances. This helps reduce the risk of fire spreading.
794,"My alarm system turns on and off automatically at preset times, I do not forget to turn on the alarm at night.",Safety,This requirement is classified as Safety because the alarm system automatically activates and deactivates according to preset schedules. This helps ensure the home remains protected even if the user forgets to arm the system.
1422,"An alarm system that will warn me when my toilet is about to get clogged up ,People can assess the problem before the clog happens",Safety,This requirement is classified as Safety because it warns the user before the toilet becomes clogged. This allows the problem to be addressed before it causes damage or overflow.
2026,"intercom ,i can hear my children in the other room",Safety,This requirement is classified as Safety because an intercom allows the user to hear children in another room. This helps the user monitor them and respond if needed.
2726,"automatic doors ,they require a finger print or voice command to open",Safety,This requirement is classified as Safety because automatic doors require fingerprint or voice authentication to open. This restricts access to authorized users.
134,"outdoor motion detectors ,I have an added measure of security of the property",Safety,This requirement is classified as Safety because outdoor motion detectors monitor activity around the property. This provides an additional layer of home security.
682,"an alert when my child is getting close to the oven or places they shouldn't be. ,I can keep them safe.",Safety,This requirement is classified as Safety because it alerts the user when a child approaches dangerous areas such as the oven. This helps prevent accidents and injuries.
344,"an alarm to go off whenever someone who is under a certain height goes in the kitchen ,my child wont be able to get into dangerous things in the kitchen. Such as; getting burned on the stove or getting into dangerous chemicals.",Safety,This requirement is classified as Safety because an alarm is triggered when a small child enters the kitchen. This helps prevent access to potentially dangerous appliances and chemicals.
1841,"automatic locking doors ,doors will lock automatically but unlock when I touch the knob via fingerprint sensor",Safety,This requirement is classified as Safety because the doors lock automatically and unlock only with an authorized fingerprint. This helps secure the home against unauthorized access.
1033,"a way to view a live stream of my pet when I am out of the house ,I can make sure my pet is all right",Safety,This requirement is classified as Safety because it provides a live video stream of the user's pet while they are away. This allows the user to monitor the pet's well-being remotely.
432,"landscape lighting to be turned on when the exterior of the house (especially windows) are approached at night ,criminals are deterred.",Safety,This requirement is classified as Safety because landscape lighting automatically turns on when someone approaches the home at night. This helps deter potential intruders.
2781,"a pet door to not open when any animal other than mine tries to enter it ,wild animals don't get in my house.",Safety,This requirement is classified as Safety because the pet door opens only for the user's pet. This prevents unwanted animals from entering the home.
1796,"an app that tells me if my child gets near a dangerous appliance like a stove ,safety for my child",Safety,This requirement is classified as Safety because it alerts the user when a child gets close to dangerous appliances. This helps prevent accidents involving the child.
2405,"my smart home feature to monitor my infants breathing at a very young age ,it would give me peace of mind with the SIDS epedemic that may occur during the early months of life",Safety,This requirement is classified as Safety because it monitors an infant's breathing. This helps the user detect potential breathing-related emergencies.
