req_id,requirement,label,reference_explanation
72,"To be notified by my smarthome when my energy consumption (electricity, gas) is higher than usual, I can adjust accordingly and save money on energy bills.",Energy,This requirement is classified as Energy because it notifies the user when electricity or gas consumption is higher than usual. This helps the user adjust usage and reduce energy costs.
1700,"My laundry dryer to notify me when my clothes are dried even when it is still running, so i could remove them and not have to have the dryer running when it is not needed so i could save energy.",Energy,This requirement is classified as Energy because it notifies the user when clothes are dry so they can stop using the dryer sooner. This reduces unnecessary energy consumption.
2932,"Smart washing machine, I just have to add the clothes and it washes, adds detergent and dries automatically when full.",Energy,"This requirement is classified as Energy because it automates washing, adding detergent, and drying when the machine is full. This performs laundry efficiently through automated operation."
924,"Room thermostat sensor, The room is optimal temperature for an occupant.",Energy,This requirement is classified as Energy because a room thermostat sensor maintains an optimal room temperature. This supports efficient heating and cooling management.
2113,"Control my blinds with a remote, adjust the light coming in during the day and provide privacy at night.",Energy,This requirement is classified as Energy because it allows the user to control blinds remotely to regulate incoming light. This helps manage indoor temperature and lighting efficiently.
3206,"Wall chargers to only come on when I'm actually using them, i can save energy and money.",Energy,This requirement is classified as Energy because wall chargers activate only when they are actively being used. This reduces unnecessary electricity consumption.
404,"A spoken alert, I can be alerted for unauthorized energy use.",Energy,This requirement is classified as Energy because it provides spoken alerts about unauthorized energy use. This helps the user identify and reduce unnecessary energy consumption.
1699,"My smart home to notify me when my smart phone is full charged, i could remove it and not risk burning out the battery or wasting unnecessary energy.",Energy,This requirement is classified as Energy because it notifies the user when a smartphone is fully charged. This helps avoid unnecessary charging and reduces wasted energy.
1112,"My heater to turn on when the temperature gets too low, so that my family will stay warm.",Energy,This requirement is classified as Energy because it automatically turns on the heater when the temperature becomes too low. This manages home heating based on temperature conditions.
608,"Automatic lights, all the lights' temperature, shade, and position can be controlled with an app.",Energy,This requirement is classified as Energy because it allows the user to control lighting settings through an app. This supports efficient management of home lighting.
405,"Toilet seat to heat, It's warm when someone enters the bathroom.",Energy,This requirement is classified as Energy because it heats the toilet seat before use to provide warmth when someone enters the bathroom. This manages heating for user comfort.
718,"An app that lets me manage my AC/Heater, I can turn it off and on even if I am outside.",Energy,This requirement is classified as Energy because it allows the user to remotely control the air conditioner and heater. This supports efficient management of heating and cooling systems.
35,"My smart home to have auto sprinklers, automatically watering of plants occurs.",Energy,This requirement is classified as Energy because it automatically waters plants using sprinklers. This manages water usage through automated irrigation.
2870,"The temperature in each room to be monitored, if room is rarely used, keep it at a lower temp, and vice versa, I am not paying to heat a room that is rarely used.",Energy,This requirement is classified as Energy because it adjusts room temperatures based on how frequently each room is used. This avoids wasting energy on heating rarely used rooms.
1384,"All power strips to automatically shut off when plugged in devices are fully charged, Eliminate wasting energy via plugs that aren't charging anything.",Energy,This requirement is classified as Energy because it automatically turns off power strips once connected devices are fully charged. This eliminates unnecessary electricity consumption.
2642,"to be notified when my crops need to be watered ,i know when to water them",Energy,This requirement is classified as Energy because it notifies the user when crops need watering. This helps manage water usage efficiently by watering only when necessary.
545,"the temperature in the bathroom to adjust ,the mirrors in the bathroom begin to defog as soon as the water in the shower stops",Energy,This requirement is classified as Energy because it adjusts the bathroom temperature to reduce mirror fog after shower use. This manages temperature efficiently while maintaining comfort.
1630,"a coaster that keeps my beverage cold as if there was ice in it ,It can stay cold and I won't waste more water by refilling with ice",Energy,This requirement is classified as Energy because it keeps beverages cold without requiring additional ice. This reduces unnecessary water usage.
3110,"individual room thermostats ,I can control different temperatures in different rooms depending on usage.",Energy,This requirement is classified as Energy because individual room thermostats allow different temperatures to be set based on room usage. This improves heating and cooling efficiency.
326,"measurements of what each appliance draws in voltage ,I can conserve energy",Energy,This requirement is classified as Energy because it measures the voltage used by each appliance. This helps the user monitor and reduce energy consumption.
2599,"the thermostat to automatically detect when we are in REM sleep to decrease the temperature ,we save money and energy",Energy,This requirement is classified as Energy because the thermostat lowers the temperature automatically during REM sleep. This reduces energy consumption while maintaining comfort.
3251,"a station that can automatically make biodiesel for my car ,I can have really cheap gasoline to power my car.",Energy,This requirement is classified as Energy because it automatically produces biodiesel to power the user's car. This provides an alternative energy source for transportation.
236,"A/C automatically maintain the perfect temperature by calculating past usage patterns. ,can be save on energy costs",Energy,This requirement is classified as Energy because the air conditioning system adjusts the temperature based on previous usage patterns. This improves energy efficiency and reduces energy costs.
1513,"to be able to view all my homes systems from my smart phone ,I can adjust these setting from anywhere.",Energy,This requirement is classified as Energy because it allows the user to view and adjust home systems remotely using a smartphone. This supports efficient management of home energy-related settings.
1141,"auto shut down feature for everything when we leave the home ,we save money on energy",Energy,This requirement is classified as Energy because it automatically shuts down devices when the user leaves home. This reduces unnecessary energy consumption and saves money.
232,"a thermostat that learns my schedule and self-adjusts ,I know I am saving as much as possible on my home heating costs.",Energy,This requirement is classified as Energy because the thermostat learns the user's schedule and adjusts itself automatically. This optimizes home heating to reduce energy costs.
2063,"my washer and dryer to automatically clean, dry , and fold the laundry ,all I do is put it away",Energy,"This requirement is classified as Energy because it automates washing, drying, and folding laundry. This performs household tasks efficiently through automation."
2219,"my smart home to fully power down any device that is not in use for more than 30 minutes. ,I can save electricity.",Energy,This requirement is classified as Energy because it powers down devices that have been unused for more than 30 minutes. This reduces unnecessary electricity consumption.
1385,"a device that adjusts the tomperature in the house according to the weather ,I can save on bills.",Energy,This requirement is classified as Energy because it adjusts the home's temperature according to the weather. This improves heating and cooling efficiency while reducing energy costs.
3129,"A smart thermostat, The house can be comfortable without wasting energy.",Energy,This requirement is classified as Energy because a smart thermostat maintains a comfortable temperature without wasting energy. This improves heating and cooling efficiency.
2373,"Automated lighting in closets, when I open my closet door, the light automatically comes on so that I can see adequately.",Energy,This requirement is classified as Energy because closet lights automatically turn on when the door is opened. This ensures lighting is used only when the closet is in use.
1044,"Solar panels, I can save on electricity and reduce my carbon imprint.",Energy,This requirement is classified as Energy because it uses solar panels to provide electricity for the home. This reduces electricity use from conventional sources and lowers the home's carbon footprint.
2125,"The lights to go off if there is movement in an hour, we can save energy.",Energy,This requirement is classified as Energy because it turns lights off automatically after a period without movement. This reduces unnecessary electricity consumption.
1809,"My home to turn off the television, mobile phones and computer until my children are done studying, my children can finish their homework without distractions.",Energy,This requirement is classified as Energy because it automatically turns off electronic devices while children are studying. This reduces unnecessary electricity usage.
2575,"A smart washing machine that turns on automatically or by remote command, the clothes are washed and ready to be placed in the dryer by the time I get home from work.",Energy,This requirement is classified as Energy because it automatically or remotely starts the washing machine. This automates laundry tasks for more efficient operation.
205,"My smarthome to switch off All the bulbs after 10 pm automaticaly, we can save wastage of electricity.",Energy,This requirement is classified as Energy because it automatically switches off all bulbs after 10 p.m. This reduces unnecessary electricity consumption.
3036,"Automatic window screens, I can switch them out at the turn of the season without much work.",Energy,This requirement is classified as Energy because it automates the operation of window screens based on seasonal needs. This supports efficient home management with minimal manual effort.
2562,"To know when the water in the tank is going to fill, so that water can be saved from pouring from it.",Energy,This requirement is classified as Energy because it notifies the user when the water tank is about to become full. This helps prevent water from overflowing and being wasted.
1202,"Fully automated laundry system. Hampers in each bedroom which move clothing to a sorting area via conduits inside the walls. Must be able to sort by color, fabric type, washing instructions. Once a full load is available, it moves automatically to the washer, which senses the clothing and applies the correct settings automatically. When clean, clothing moves automatically to the dryer, again sensing and applying appropriate settings. Folding still seems like something that needs a human touch to me, but the system could be programmed to identify which clothing belongs to each family member and sort accordingly so that only folding and putting away remains for human hands. System could also be optimized to get clothes clean with a minimal use of water and laundry soap. I don't have to do laundry. I seriously hate laundry. Also conserves water and energy and eliminates wastage on laundry soap.",Energy,"This requirement is classified as Energy because it fully automates the laundry process while optimizing water, detergent, and energy usage. This improves resource efficiency and reduces waste."
938,"Room thermostats, Protect the room temperature.",Energy,This requirement is classified as Energy because room thermostats regulate and maintain the desired room temperature. This supports efficient heating and cooling management.
1570,"A device that show me deficiencies my home may have in it's efficiency, I can be more energy concious and efficient.",Energy,This requirement is classified as Energy because it identifies areas where the home is operating inefficiently. This helps the user improve energy efficiency and reduce waste.
985,"I want the lights to automatically turn off each time I leave a room, I will save energy by not having uneeded lights on.",Energy,This requirement is classified as Energy because it automatically turns off lights whenever the user leaves a room. This prevents unnecessary electricity consumption.
1663,"the home to dynamically adjust temperature of the ac system depending on occupants' presence in certain areas ,the air temperature and humidity are always comfortable within the house",Energy,This requirement is classified as Energy because it adjusts the air conditioning based on where occupants are present in the home. This improves comfort while reducing unnecessary energy use.
537,"my dishwasher to emit a beeping sound or text my phone when it is full and when the dishes are cleaned ,I can remember to turn on the dishwasher when it is full and to remember to turn it off when the dishes are cleaned to save energy and time",Energy,This requirement is classified as Energy because it notifies the user when the dishwasher is full and when the cleaning cycle is complete. This helps the user operate the dishwasher efficiently and avoid unnecessary energy use.
2787,"my fridge or freezer to automatically shut if I leave it open ,I save on energy and my food doesn't get spoiled.",Energy,This requirement is classified as Energy because it automatically closes the refrigerator or freezer door if it is left open. This prevents energy loss and helps preserve food.
1473,"remote light access ,I can turn my lights on or off for my cats when I am not at home if it gets dark or daylight.",Energy,This requirement is classified as Energy because it allows the user to control lights remotely while away from home. This enables lighting to be used only when needed.
3086,"motion dectectors to monitor movement, and shut off lights and non-essential appliances if none is detected after a certain time ,i can save money and conserve ",Energy,This requirement is classified as Energy because motion detectors turn off lights and non-essential appliances when no activity is detected. This reduces unnecessary electricity consumption.
1738,"voice-activated lights ,I can turn on and off the lights wherever I am in the room.",Energy,This requirement is classified as Energy because voice commands allow the user to control lights from anywhere in the room. This supports convenient and efficient lighting management.
1891,"lights that shut off when i leave the room ,it will save electricty",Energy,This requirement is classified as Energy because lights automatically turn off when the user leaves a room. This reduces unnecessary electricity consumption.
3177,"windows that keep in theheat and keep out the cold ,comfort and energy conservation",Energy,This requirement is classified as Energy because the windows retain heat and block cold air. This improves comfort while reducing heating energy requirements.
3257,"smart thermometer ,I can remotely control the temperature at home",Energy,This requirement is classified as Energy because it allows the user to remotely control the home's temperature. This supports efficient management of heating and cooling.
352,"my smart phone to have programmable thermostats/electricity settings that automatically engage when I'm away, or the weather changes according to specified paramters ,i can save money on my bills",Energy,This requirement is classified as Energy because it automatically applies thermostat and electricity settings based on the user's absence or weather conditions. This helps reduce energy consumption and lower utility bills.
335,"my porch lights to be programmable to come on when it gets dark ,I can see when I get home.",Energy,This requirement is classified as Energy because porch lights are programmed to turn on automatically after dark. This manages lighting based on time without unnecessary operation.
3140,"motion sensitive lighting ,I can save energy and not have to worry about everyone in the house forgetting to turn the lights out",Energy,This requirement is classified as Energy because motion-sensitive lighting turns lights on only when needed. This reduces unnecessary electricity consumption.
2931,"my electronic appliances to automatically turn themselves off ,I can save on electricity",Energy,This requirement is classified as Energy because electronic appliances automatically turn themselves off when not needed. This reduces unnecessary electricity consumption.
2092,"to know if my EV is charged fully or how much time is left for full charge ,I know if I can take a trip yet",Energy,This requirement is classified as Energy because it informs the user when the electric vehicle is fully charged or how much charging time remains. This helps manage energy usage and charging efficiently.
528,"water to turn off when I am brushing my teeth ,I don't have to do it",Energy,This requirement is classified as Energy because it automatically turns off the water while the user is brushing their teeth. This reduces unnecessary water consumption.
3192,"A device that can charge electric cars, guests can charge their car while they are at my house.",Energy,This requirement is classified as Energy because it provides a device for charging electric vehicles. This supports the use and management of electrical energy for transportation.
369,"A thermostat that takes the outdoor temperature and forecasts into account, I have reduced running time on the HVAC system.",Energy,This requirement is classified as Energy because the thermostat adjusts its operation using outdoor temperatures and weather forecasts. This reduces unnecessary HVAC runtime and improves energy efficiency.
1086,"Have my home alert me to energy problems such as drafts or cold air flows during winter, I can save money.",Energy,This requirement is classified as Energy because it alerts the user to energy losses caused by drafts or cold air during winter. This helps identify opportunities to improve energy efficiency.
422,"My smart home to monitor and remember local outdoor temperatures and calculate degree heating days (or degree cooling days), I can accurately gauge my monthly energy use for heating and cooling.",Energy,This requirement is classified as Energy because it monitors outdoor temperatures and calculates heating or cooling requirements. This helps the user evaluate and manage energy usage more accurately.
856,"to be able to control the brightness of my rooms and turn off automatically when I leave the room,I can save on energy costs",Energy,This requirement is classified as Energy because it enables control of room lighting brightness and automatically turns lights off when the room is unoccupied. These features reduce unnecessary electricity usage and help lower energy costs.
2987,"Solar heated floors/walls, we could stay warm in the winter.",Energy,This requirement is classified as Energy because it uses solar-heated floors and walls to warm the home. This reduces the need for conventional heating energy.
2587,"Lights that turn off in rooms when there is no movement detected in a certain amount of minutes, it cuts down on energy costs.",Energy,This requirement is classified as Energy because lights automatically turn off when no movement is detected. This reduces unnecessary electricity consumption and lowers energy costs.
2158,"My curtains and lights to adjust to morning, afternoon and evening, each room is inviting and energy efficient.",Energy,This requirement is classified as Energy because curtains and lights automatically adjust throughout the day. This improves energy efficiency by adapting lighting and environmental conditions.
1531,"My smart home to learn when I am not around and to turn off unnecessary items like TVs, coffeemaker, radio, etc., it will save me on electricity.",Energy,This requirement is classified as Energy because the smart home turns off unnecessary devices when the user is away. This reduces electricity consumption and saves energy.
1989,"A thermostat that monitors my sleeping and adjusts the temperature according to my sleep cycle, I can save money by having the heat go down when I am asleep but so that if I wake up I will be warmed up soon.",Energy,This requirement is classified as Energy because the thermostat adjusts the temperature according to the user's sleep cycle. This reduces heating energy while maintaining comfort.
2012,"Smart home to sense when my car needs to be washed and wash it in the modified garage using recycled water, my car is always clean and water is not wasted.",Energy,This requirement is classified as Energy because it automatically washes the car using recycled water. This conserves water while automating the cleaning process.
691,"To control the temperature of my water heater, I can save energy costs.",Energy,This requirement is classified as Energy because it allows the user to control the water heater's temperature. This helps reduce unnecessary energy consumption.
1653,"Lights in the house to adjust to specific presets based on the time of day, outside illumination and activities taking place inside the house, I could conserve energy.",Energy,"This requirement is classified as Energy because lights automatically adjust based on time, outdoor illumination, and indoor activities. This improves lighting efficiency and conserves energy."
50,"My smart home to analyze and recommend the best sources to cool my home (air conditioning, window fan, ceiling fan, ductless heat pump, etc.), I will be comfortable during hot days.",Energy,This requirement is classified as Energy because it analyzes and recommends the most efficient cooling method for the home. This helps maintain comfort while optimizing energy use.
459,"Cooling systems to be aware of each other and coordinated so that, for example, roof exhaust fans are turned off and closed when the AC unit is needed, I use the appropriate means of cooling and don't have to think about.",Energy,This requirement is classified as Energy because it coordinates different cooling systems so only the most appropriate one operates. This improves cooling efficiency and reduces unnecessary energy use.
679,"a freezer that has an alarm that goes off if the power isn't working,I will know in time to save my stuff",Energy,"This requirement is classified as Energy because it provides an alarm when the freezer loses power, allowing the user to take action before stored items are spoiled. By preventing the loss of frozen goods, it helps avoid waste of resources and the energy associated with replacing them."
2267,"Have an energy usage graph provided, have a log of best use of energy and suggestions of settings that would save even more.",Energy,"This requirement is classified as Energy because it provides graphs, usage logs, and recommendations for improving energy efficiency. This helps the user better understand and reduce energy consumption."
2989,"appliances to have an auto-shutdown time ,I could modulate the amount of electricity I use",Energy,This requirement is classified as Energy because appliances automatically shut down after a specified time. This reduces unnecessary electricity consumption.
2927,"my blinds to automatically adjust themselves dependent on sunlight  ,we get the most of natural light",Energy,This requirement is classified as Energy because the blinds automatically adjust based on sunlight. This maximizes natural lighting and improves energy efficiency.
1084,"a smart washer and dryer combination machine that keeps the clothes fresh until I take them out ,I don't have to remove them right away or let them get wrinkled again",Energy,This requirement is classified as Energy because the washer and dryer automatically keep clothes fresh until they are removed. This automates laundry management without requiring immediate user intervention.
419,"Sensors to detect when I've left a room and automatically turn off the lights.  ,I'll save energy.",Energy,This requirement is classified as Energy because sensors turn off lights automatically when the user leaves a room. This reduces unnecessary electricity consumption.
756,"my smart home to monitor my utility usage and costs. ,That I can stay on budget for the month.",Energy,This requirement is classified as Energy because it monitors utility usage and associated costs. This helps the user manage energy consumption and stay within budget.
2900,"the washing machine to automaticly detect the amount of clothes inside and dispense detergent, softener and water acordingly. ,I will save on water useage and money on over using laundry supplies.",Energy,"This requirement is classified as Energy because the washing machine automatically adjusts detergent, softener, and water according to the load size. This reduces unnecessary resource consumption."
2551,"A feautre to take the humidity out of the air ,it is refreshable breathable air.",Energy,This requirement is classified as Energy because it removes excess humidity from the air. This manages indoor environmental conditions efficiently.
1471,"water amount alerter ,I am aware of how much water I am using at a time.",Energy,This requirement is classified as Energy because it alerts the user about the amount of water being used. This helps the user manage water consumption more efficiently.
2926,"shower temperture controller ,the water will be perfect everytime",Energy,This requirement is classified as Energy because it automatically controls shower temperature. This manages water heating to maintain the desired temperature efficiently.
1861,"a panel that will let me know which devices are currently using energy but are not being used such as lights ,I can save money and energy",Energy,This requirement is classified as Energy because it identifies devices that are consuming energy unnecessarily. This helps the user reduce wasted electricity.
